,fips_code,county,total_2008,total_2012,total_2016
1373,54081,Raleigh County,28257,28499,29311
1374,16037,Custer County,2352,2352,2413
1375,17051,Fayette County,9680,8963,9515
1376,51041,Chesterfield County,162088,172223,175288
1377,21055,Crittenden County,3930,3854,4036
1378,48341,Moore County,5437,4983,5262
1379,1019,Cherokee County,9745,9761,10503
1380,55127,Walworth County,50422,52115,50570
1381,45085,Sumter County,44358,47261,44048
1382,48303,Lubbock County,97534,90615,98060
1383,31185,York County,6568,6246,6256
1384,20017,Chase County,1384,1233,1342
1385,21147,McCreary County,5407,5704,5772
1386,53053,Pierce County,329520,332134,298470
1387,40083,Logan County,18273,16983,18948
1388,37071,Gaston County,84402,89638,94872
1389,47133,Overton County,8092,7657,8195
1390,53069,Wahkiakum County,2294,2285,2333
1391,36121,Wyoming County,17667,15230,16280
1392,37091,Hertford County,10650,10872,10100
1393,21213,Simpson County,7309,7089,7524
1394,29137,Monroe County,4314,4057,4147
1395,28161,Yalobusha County,6826,6293,6058
1396,13001,Appling County,6996,7079,7003
1397,12079,Madison County,8907,8712,8503
1398,29019,Boone County,85251,79296,83312
1399,21121,Knox County,11389,11100,12001
1400,27053,Hennepin County,663780,677965,672644
1401,38009,Bottineau County,3516,3484,3437
1402,38103,Wells County,2377,2359,2352
1403,19067,Floyd County,8091,8228,7985
1404,13223,Paulding County,56985,57254,64601
1405,16011,Bingham County,17155,17603,16625
1406,46055,Haakon County,1153,1092,1044
1407,18053,Grant County,26299,25258,25239
1408,30085,Roosevelt County,4150,3618,3486
1409,6077,San Joaquin County,209349,149587,134076
1410,27161,Waseca County,9888,9706,9579
1411,34041,Warren County,48939,43312,48442
1412,1041,Crenshaw County,6291,6411,6252
1413,56041,Uinta County,8383,8453,8053
1414,18155,Switzerland County,3640,3397,3639
1415,18097,Marion County,379362,357745,361070
1416,39125,Paulding County,9769,8912,8842
1417,21085,Grayson County,9903,9269,10564
1418,48345,Motley County,594,599,620
1419,49001,Beaver County,2509,2534,2484
1420,55067,Langlade County,10402,10482,10093
1421,12009,Brevard County,287859,285504,314337
1422,8031,Denver County,271533,285564,232291
1423,13115,Floyd County,34213,32685,34250
1424,28109,Pearl River County,22443,19938,18893
1425,27105,Nobles County,8813,8493,8592
1426,26159,Van Buren County,34766,32798,33213
1427,40151,Woods County,3916,3395,3665
1428,22101,Saint Mary Parish,22903,23636,22871
1429,53031,Jefferson County,19991,18717,19145
1430,48041,Brazos County,58673,55845,66036
1431,26031,Cheboygan County,13901,13288,13647
1432,16019,Bonneville County,41703,43302,44212
1433,41037,Lake County,3688,3676,3814
1434,5015,Carroll County,10579,10172,10656
1435,20077,Harper County,2796,2335,2513
1436,13215,Muscogee County,74065,70410,68320
1437,39149,Shelby County,23668,23129,23110
1438,41043,Linn County,51982,49987,54724
1439,47171,Unicoi County,7223,7078,7166
1440,45091,York County,93696,99428,113425
1441,18023,Clinton County,12392,9879,11896
1442,24047,Worcester County,27346,24526,25571
1443,13181,Lincoln County,4416,4425,4100
1444,13063,Clayton County,99438,96020,89236
1445,53017,Douglas County,15209,14678,10949
1446,39117,Morrow County,16643,15813,16186
1447,13199,Meriwether County,9504,9259,9181
1448,13101,Echols County,1187,1102,1175
1449,42071,Lancaster County,228137,219677,239151
1450,10003,New Castle County,256417,251960,261468
1451,47057,Grainger County,7503,7250,7985
1452,19163,Scott County,86371,89826,84878
1453,37083,Halifax County,25091,25724,24881
1454,19063,Emmet County,5015,4646,4707
1455,29047,Clay County,109606,105465,109237
1456,51005,Alleghany County,7369,7162,7306
1457,17021,Christian County,15100,14682,15310
1458,18061,Harrison County,18091,17646,18528
1459,42087,Mifflin County,16502,16311,18239
1460,49049,Utah County,157279,161278,164777
1461,37175,Transylvania County,16909,16469,17440
1462,55115,Shawano County,20089,20222,19697
1463,51145,Powhatan County,14456,15466,16794
1464,13019,Berrien County,6449,6187,6563
1465,26141,Presque Isle County,7505,7077,7215
1466,41003,Benton County,46478,44262,45577
1467,18091,LaPorte County,208757,43657,44994
1468,21193,Perry County,10375,10240,10566
1469,12075,Levy County,18725,18396,19367
1470,48263,Kent County,448,404,433
1471,28163,Yazoo County,11477,10853,9892
1472,5035,Crittenden County,18255,15513,15798
1473,13105,Elbert County,8317,8139,7912
1474,27097,Morrison County,16743,16662,17534
1475,55085,Oneida County,21927,21577,20837
1476,46079,Lake County,6157,6285,6786
1477,54027,Hampshire County,8346,7972,8557
1478,45017,Calhoun County,7738,7830,7553
1479,34015,Gloucester County,139430,133568,138388
1480,18077,Jefferson County,13490,13120,13461
1481,47083,Houston County,3354,3027,3165
1482,40145,Wagoner County,30251,28621,31246
1483,21211,Shelby County,18540,18659,20563
1484,22083,Richland Parish,9181,11507,9596
1485,31047,Dawson County,7986,7680,8486
1486,54099,Wayne County,15426,13923,15080
1487,22033,East Baton Rouge Parish,197349,197912,196332
1488,30029,Flathead County,43714,42465,46144
1489,31083,Harlan County,1766,1584,1582
1490,48151,Fisher County,1784,1628,1722
1491,24015,Cecil County,42494,40037,42309
1492,51031,Campbell County,25814,25632,27218
1493,40015,Caddo County,9817,8811,9336
1494,27041,Douglas County,20918,20917,21623
1495,25009,Essex County,353462,363246,376140
1496,51197,Wythe County,12491,12336,13250
1497,34037,Sussex County,74154,61704,73860
1498,31089,Holt County,4974,4749,4979
1499,53071,Walla Walla County,24727,15155,16127
1500,26087,Lapeer County,45362,43025,45126
1501,18021,Clay County,11395,10922,11259
1502,13117,Forsyth County,75376,81598,97314
1503,13073,Columbia County,55351,58842,64190
1504,13029,Bryan County,12845,13403,15063
1505,27111,Otter Tail County,32687,31562,32284
1506,40007,Beaver County,2464,2300,2237
1507,1017,Chambers County,14956,14562,13778
1508,5091,Miller County,15063,15329,16015
1509,5043,Drew County,6610,6626,6552
1510,38031,Foster County,1651,1674,1699
1511,48459,Upshur County,15164,15049,15918
1512,5033,Crawford County,20532,20562,22155
1513,12077,Liberty County,3278,3284,3295
1514,51760,Richmond City,93085,92175,94724
1515,8003,Alamosa County,6286,6671,6897
1516,38019,Cavalier County,2130,2054,1969
1517,39047,Fayette County,11694,10677,10817
1518,55089,Ozaukee County,53365,55565,53368
1519,18093,Lawrence County,18534,17822,19076
1520,21105,Hickman County,2250,2139,2157
1521,40137,Stephens County,18932,16846,17886
1522,13177,Lee County,13087,13607,14106
1523,30031,Gallatin County,48155,47113,52169
1524,48077,Clay County,5339,5056,5011
1525,55121,Trempealeau County,13314,13456,13581
1526,26147,Saint Clair County,80900,73740,77994
1527,40031,Comanche County,34247,30174,32504
1528,17139,Moultrie County,6260,6052,6209
1529,48023,Baylor County,1643,1592,1492
1530,32027,Pershing County,1801,1884,1982
1531,17195,Whiteside County,26906,21492,25210
1532,20149,Pottawatomie County,9837,9303,10359
1533,37109,Lincoln County,35798,36532,39449
1534,48255,Karnes County,4527,4180,4185
1535,5075,Lawrence County,5830,5537,5629
1536,45043,Georgetown County,30290,30870,31519
1537,27001,Aitkin County,9410,9109,9185
1538,12059,Holmes County,8589,8274,8506
1539,6019,Fresno County,272289,180244,201710
1540,31079,Hall County,21271,19721,21331
1541,37031,Carteret County,34597,35124,36919
1542,36097,Schuyler County,8600,7464,8423
1543,31113,Logan County,416,431,451
1544,17101,Lawrence County,6536,5984,6039
1545,5097,Montgomery County,3622,3403,3445
1546,12125,Union County,5293,5393,5693
1547,38093,Stutsman County,9784,9431,9938
1548,29015,Benton County,9567,9157,9584
1549,48065,Carson County,2980,2775,2945
1550,37153,Richmond County,19327,19127,18813
1551,48485,Wichita County,45982,40923,37913
1552,27107,Norman County,3434,3199,3232
1553,54075,Pocahontas County,3641,3553,3619
1554,16023,Butte County,1410,1286,1230
1555,54059,Mingo County,8338,8794,9469
1556,35061,Valencia County,28899,27647,27350
1557,20029,Cloud County,4451,3957,3831
1558,19001,Adair County,4053,3959,3759
1559,36037,Genesee County,26873,23079,24463
1560,28005,Amite County,7650,7661,7033
1561,27061,Itasca County,24395,23833,23650
1562,50013,Grand Isle County,4269,4064,3778
1563,18183,Whitley County,15188,15005,15535
1564,19131,Mitchell County,5766,5580,5360
1565,17023,Clark County,8288,7843,7819
1566,29213,Taney County,21664,21608,23399
1567,34029,Ocean County,274298,237432,259592
1568,50015,Lamoille County,12668,11924,11641
1569,24023,Garrett County,12872,12113,12905
1570,37151,Randolph County,58147,60202,63615
1571,29059,Dallas County,7683,7279,7440
1572,5087,Madison County,6328,6567,6782
1573,22115,Vernon Parish,15769,15606,16633
1574,16083,Twin Falls County,28344,28142,31893
1575,42015,Bradford County,25787,22501,25399
1576,29510,Saint Louis City,158858,141135,127403
1577,18059,Hancock County,34253,32758,36027
1578,48487,Wilbarger County,4509,3980,4101
1579,42007,Beaver County,84488,80015,79036
1580,18165,Vermillion County,7135,6578,6913
1581,27165,Watonwan County,5258,5115,4971
1582,51091,Highland County,1554,1411,1391
1583,13277,Tift County,14257,13893,12796
1584,51790,Staunton City,11015,11154,11144
1585,48445,Terry County,4280,3707,1763
1586,48455,Trinity County,6077,6234,5982
1587,8105,Rio Grande County,5444,5453,5488
1588,50027,Windsor County,31165,28468,27832
1589,51175,Southampton County,9067,9261,8872
1590,13319,Wilkinson County,4673,4448,4276
1591,16047,Gooding County,5391,5118,5191
1592,39137,Putnam County,18680,18126,18387
1593,17003,Alexander County,3937,3495,2820
1594,21131,Leslie County,4397,4950,4487
1595,1035,Conecuh County,6943,7013,6543
1596,20041,Dickinson County,8667,7854,8008
1597,48503,Young County,7305,7316,7658
1598,1013,Butler County,9709,9483,8685
1599,39017,Butler County,173777,164020,168422
1600,55029,Door County,17481,17607,17398
1601,31139,Pierce County,3226,3414,3580
1602,31011,Boone County,2836,2799,2867
1603,42119,Union County,17400,16187,17400
1604,36023,Cortland County,21920,17698,18424
1605,42077,Lehigh County,152473,144922,153031
1606,55129,Washburn County,9112,9242,9059
1607,47017,Carroll County,11646,10845,10333
1608,51179,Stafford County,55455,60338,65350
1609,5029,Conway County,8138,7724,7837
1610,6037,Los Angeles County,3318248,2427869,2314275
1611,5109,Pike County,3966,3787,3956
1612,13031,Bulloch County,23920,24032,24151
1613,27103,Nicollet County,18245,18285,17914
1614,31043,Dakota County,6396,5977,7259
1615,30015,Chouteau County,2861,2804,2571
1616,5149,Yell County,6036,5971,6389
1617,39147,Seneca County,27449,24633,23481
1618,31097,Johnson County,2110,2057,2051
1619,37079,Greene County,8103,8194,8013
1620,30003,Big Horn County,5218,4561,4148
1621,42039,Crawford County,38134,33089,35563
1622,13179,Liberty County,16376,16132,16082
1623,20157,Republic County,2671,2640,2484
1624,1081,Lee County,54325,54115,57668
1625,53051,Pend Oreille County,6552,6649,6563
1626,51660,Harrisonburg City,14675,15541,17693
1627,29025,Caldwell County,4564,4171,4309
1628,29033,Carroll County,4538,4304,4361
1629,24043,Washington County,61600,58653,60731
1630,17095,Knox County,23988,22517,21964
1631,54005,Boone County,8366,8434,8654
1632,17029,Coles County,23076,21338,21580
1633,29149,Oregon County,4591,4421,4664
1634,22047,Iberville Parish,16421,17014,16043
1635,8039,Elbert County,13206,13993,15689
1636,8089,Otero County,8064,8039,5038
1637,47009,Blount County,51645,49200,51849
1638,30079,Prairie County,735,701,686
1639,21201,Robertson County,1015,935,1013
1640,55023,Crawford County,7981,7791,7678
1641,26069,Iosco County,14187,13330,13349
1642,50003,Bennington County,19129,17512,16345
1643,31065,Furnas County,2328,2215,2315
1644,37029,Camden County,4821,4520,4939
1645,31067,Gage County,10160,9552,9854
1646,29021,Buchanan County,39040,35106,35563
1647,54093,Tucker County,3507,3118,3464
1648,29105,Laclede County,2024,15361,15959
1649,17037,DeKalb County,44818,41020,42605
1650,28065,Jefferson Davis County,7370,6618,6237
1651,38047,Logan County,1057,1042,1030
1652,31131,Otoe County,7092,6905,7279
1653,48335,Mitchell County,2431,2312,2190
1654,54037,Jefferson County,22540,21776,24007
1655,22111,Union Parish,10868,10766,10894
1656,12131,Walton County,27046,28480,33559
1657,38027,Eddy County,1165,1147,1219
1658,37037,Chatham County,32880,35157,39080
1659,17187,Warren County,8029,7476,7700
1660,27171,Wright County,65578,69550,69154
1661,54103,Wetzel County,6452,5808,6191
1662,49031,Piute County,798,781,617
1663,36063,Niagara County,95272,82720,86000
1664,48379,Rains County,4236,4065,4630
1665,26049,Genesee County,219896,202699,196135
1666,19025,Calhoun County,5195,5190,5105
1667,8103,Rio Blanco County,3147,3311,3436
1668,46049,Faulk County,1192,1127,1118
1669,36119,Westchester County,413044,284731,378506
1670,20145,Pawnee County,2867,2565,2602
1671,31121,Merrick County,3431,3457,3707
1672,17127,Massac County,7186,6492,6633
1673,50025,Windham County,24081,21805,21151
1674,22119,Webster Parish,18270,18413,18140
1675,45013,Beaufort County,68870,73115,72770
1676,35049,Santa Fe County,72223,67624,70082
1677,45069,Marlboro County,5232,11657,10353
1678,5011,Bradley County,4041,3634,3617
1679,56019,Johnson County,4354,4217,4349
1680,18039,Elkhart County,71458,67768,65187
1681,45035,Dorchester County,52405,56735,62463
1682,19081,Hancock County,5930,5881,5815
1683,31041,Custer County,5578,5414,5489
1684,17073,Henry County,24785,24279,24232
1685,21097,Harrison County,7590,7163,7774
1686,22075,Plaquemines Parish,10449,10235,10572
1687,18001,Adams County,13513,12998,13039
1688,21157,Marshall County,15487,15714,16678
1689,53019,Ferry County,3501,3391,3123
1690,56035,Sublette County,4356,4337,4297
1691,17179,Tazewell County,63854,60903,63347
1692,40077,Latimer County,4173,3789,4050
1693,37047,Columbus County,24282,24017,23472
1694,53023,Garfield County,1373,1275,1232
1695,55015,Calumet County,26474,26336,26429
1696,5067,Jackson County,5582,5338,5093
1697,48397,Rockwall County,32066,35651,39529
1698,17055,Franklin County,18641,17891,18533
1699,40107,Okfuskee County,4123,3579,3933
1700,22063,Livingston Parish,50892,54033,57700
1701,21141,Logan County,10890,10509,10896
1702,48319,Mason County,2121,1965,2053
1703,54079,Putnam County,24778,23501,24443
1704,5145,White County,26955,26508,27451
1705,48351,Newton County,5260,6188,4010
1706,40001,Adair County,6690,6472,6468
1707,12001,Alachua County,125519,120318,127827
1708,37159,Rowan County,61560,61803,63078
1709,23001,Androscoggin County,54850,52539,55340
1710,20189,Stevens County,2127,1998,1853
1711,39023,Clark County,66770,62136,59620
1712,6027,Inyo County,8533,6501,7761
1713,51047,Culpeper County,19741,20131,22087
1714,26019,Benzie County,10309,9847,10221
1715,49003,Box Elder County,19058,18092,16548
1716,40059,Harper County,1563,1434,1485
1717,48405,San Augustine County,3715,3690,3563
1718,51075,Goochland County,12562,13287,13930
1719,30069,Petroleum County,300,298,319
1720,21223,Trimble County,3812,3540,3786
1721,40047,Garfield County,22612,19908,21692
1722,56027,Niobrara County,1293,1268,1297
1723,55073,Marathon County,67940,69637,68849
1724,35043,Sandoval County,58630,53361,60597
1725,31103,Keya Paha County,533,481,514
1726,1123,Tallapoosa County,19311,18668,18504
1727,32001,Churchill County,10494,10265,10936
1728,54039,Kanawha County,82480,74451,74996
1729,51620,Franklin City,4427,4351,4040
1730,22127,Winn Parish,6772,6532,6368
1731,37141,Pender County,23749,24036,27072
1732,36087,Rockland County,132193,114500,123943
1733,26133,Osceola County,11026,10265,10597
1734,18085,Kosciusko County,30134,30039,31907
1735,22005,Ascension Parish,46571,51056,54663
1736,13097,Douglas County,55083,55201,57365
1737,41049,Morrow County,4058,3838,3989
1738,29187,Saint Francois County,24550,22590,24714
1739,29103,Knox County,2024,1957,1867
1740,20085,Jackson County,6253,5474,5727
1741,40119,Payne County,29036,25660,27749
1742,28089,Madison County,47269,49571,45048
1743,13197,Marion County,3184,3167,3183
1744,17107,Logan County,12896,12037,12130
1745,20161,Riley County,22997,20266,20475
1746,48107,Crosby County,1914,1787,1712
1747,46127,Union County,7701,7596,7895
1748,42085,Mercer County,53821,48065,49594
1749,13045,Carroll County,43498,41445,43744
1750,13289,Twiggs County,4519,4199,4053
1751,55003,Ashland County,8574,8342,7926
1752,56009,Converse County,6451,6287,6552
1753,1067,Henry County,8648,8700,8017
1754,27167,Wilkin County,3414,3212,3279
1755,51155,Pulaski County,15050,14657,15112
1756,47051,Franklin County,17432,16099,16363
1757,16055,Kootenai County,61932,59764,66286
1758,17025,Clay County,6454,5899,6278
1759,18149,Starke County,9466,8752,9226
1760,40005,Atoka County,4881,4775,5002
1761,45025,Chesterfield County,16359,16576,17128
1762,48063,Camp County,4567,4332,4542
1763,16067,Minidoka County,6890,6973,6870
1764,12021,Collier County,141988,149080,170505
1765,26143,Roscommon County,14051,13032,13036
1766,6007,Butte County,98325,70163,72299
1767,29223,Wayne County,6154,5718,5738
1768,47065,Hamilton County,147520,142320,141088
1769,19037,Chickasaw County,6583,6462,6367
1770,42105,Potter County,7507,7205,7777
1771,22009,Avoyelles Parish,16938,17027,16581
1772,26149,Saint Joseph County,25702,23314,23765
1773,29009,Barry County,14644,13806,14604
1774,47149,Rutherford County,101737,98816,106518
1775,40057,Harmon County,1090,923,975
1776,22121,West Baton Rouge Parish,11866,12772,12710
1777,21217,Taylor County,10860,10946,11301
1778,47005,Benton County,6479,6223,6322
1779,30097,Sweet Grass County,2083,2105,2077
1780,29045,Clark County,3456,3225,3316
1781,1117,Shelby County,90643,92204,99208
1782,32005,Douglas County,25727,26054,27871
1783,29207,Stoddard County,13262,12866,13278
1784,48075,Childress County,2296,1996,2084
1785,28071,Lafayette County,18460,17191,19642
1786,20205,Wilson County,4121,3699,3482
1787,5003,Ashley County,8642,7915,8027
1788,37013,Beaufort County,23010,23468,23599
1789,48203,Harrison County,26158,26099,26364
1790,22003,Allen Parish,9467,9306,9245
1791,38095,Towner County,1197,1164,1137
1792,17113,McLean County,75750,72756,78995
1793,21171,Monroe County,4665,4746,4991
1794,27149,Stevens County,5634,5621,5350
1795,16029,Caribou County,3302,3050,3035
1796,18179,Wells County,13073,12922,13123
1797,18177,Wayne County,28562,25458,25575
1798,36029,Erie County,441985,386665,383248
1799,8049,Grand County,8308,7961,8513
1800,46087,McCook County,2945,2613,2587
1801,19175,Union County,5909,5899,5768
1802,22051,Jefferson Parish,181120,175733,181388
1803,32033,White Pine County,3773,3704,3773
1804,48149,Fayette County,10714,10534,11029
1805,30107,Wheatland County,981,989,932
1806,33001,Belknap County,33465,33771,34462
1807,31169,Thayer County,2659,2627,2613
1808,48381,Randall County,51832,49588,53813
1809,46115,Spink County,3269,3041,2951
1810,55001,Adams County,9986,10263,10107
1811,33015,Rockingham County,167093,169794,178831
1812,18017,Cass County,15653,14137,14135
1813,17169,Schuyler County,3823,3882,3792
1814,48111,Dallam County,1589,1532,1535
1815,12045,Gulf County,7205,7107,7279
1816,31007,Banner County,416,402,390
1817,21103,Henry County,6919,6584,7142
1818,13043,Candler County,3518,3526,3757
1819,22093,Saint James Parish,12564,12391,12085
1820,49025,Kane County,3154,3281,3482
1821,1029,Cleburne County,6492,6302,6532
1822,13311,White County,10761,10471,11771
1823,51025,Brunswick County,7914,8029,7645
1824,29023,Butler County,17338,16889,17232
1825,40073,Kingfisher County,6381,5354,6123
1826,48393,Roberts County,518,439,550
1827,35047,San Miguel County,12941,11388,10662
1828,42009,Bedford County,22443,21444,23504
1829,20151,Pratt County,4190,3752,3806
1830,48219,Hockley County,7645,7119,7282
1831,55141,Wood County,39052,38762,37712
1832,21135,Lewis County,4791,4769,5293
1833,37163,Sampson County,26038,26005,25638
1834,26033,Chippewa County,16708,15564,15434
1835,49039,Sanpete County,8771,8804,9778
1836,36007,Broome County,88837,75244,77657
1837,20131,Nemaha County,5359,4959,5025
1838,20047,Edwards County,1357,1365,1308
1839,41027,Hood River County,9830,9662,10383
1840,27019,Carver County,49683,52747,55102
1841,45061,Lee County,9153,8898,8110
1842,45049,Hampton County,9350,9184,8794
1843,18071,Jackson County,17374,16704,17532
1844,28039,George County,9335,9826,9831
1845,42029,Chester County,254354,248295,266637
1846,21059,Daviess County,43622,42079,45752
1847,48415,Scurry County,5569,5022,5261
1848,54055,Mercer County,21022,21216,22919
1849,22019,Calcasieu Parish,82131,81718,83773
1850,18143,Scott County,8877,8716,9060
1851,47029,Cocke County,12481,11450,12108
1852,45005,Allendale County,4024,4257,3578
1853,48349,Navarro County,16321,15316,16382
1854,48479,Webb County,46821,49101,56867
1855,30051,Liberty County,1001,983,949
1856,19055,Delaware County,8901,9323,9165
1857,31159,Seward County,7529,7445,7754
1858,29189,Saint Louis County,559854,524628,503493
1859,48427,Starr County,9792,11859,11691
1860,51169,Scott County,9875,9964,10055
1861,40149,Washita County,4776,4303,4628
1862,28017,Chickasaw County,9058,7641,7890
1863,55081,Monroe County,19152,19389,19554
1864,44007,Providence County,252553,234092,241818
1865,4021,Pinal County,104883,102139,93805
1866,42019,Butler County,90425,88924,92027
1867,46005,Beadle County,7714,7263,6772
1868,6051,Mono County,5571,4917,4946
1869,51115,Mathews County,5440,5364,5292
1870,17153,Pulaski County,3270,3001,2473
1871,29111,Lewis County,4502,4278,4452
1872,29195,Saline County,9848,9095,9245
1873,51125,Nelson County,8133,8225,8247
1874,27075,Lake County,6969,6797,6472
1875,1055,Etowah County,44737,42490,43474
1876,28151,Washington County,19583,17137,14571
1877,23023,Sagadahoc County,21301,20734,21596
1878,16039,Elmore County,8436,8001,8519
1879,37039,Cherokee County,12586,12695,13860
1880,37019,Brunswick County,52608,56985,67255
1881,56015,Goshen County,5912,5758,5708
1882,25017,Middlesex County,726031,746856,767337
1883,38003,Barnes County,5694,5471,5253
1884,51049,Cumberland County,4724,5040,4875
1885,21233,Webster County,5540,5470,5804
1886,48287,Lee County,6377,6211,6522
1887,19149,Plymouth County,12512,12909,13057
1888,51530,Buena Vista City,2423,2526,2395
1889,49017,Garfield County,2159,2157,2294
1890,46077,Kingsbury County,2784,2608,2551
1891,36005,Bronx County,381322,316047,358857
1892,13307,Webster County,1111,1175,1114
1893,22109,Terrebonne Parish,40696,42335,43893
1894,48007,Aransas County,9778,9646,10467
1895,21173,Montgomery County,10331,10248,11437
1896,1047,Dallas County,20852,20936,18730
1897,30095,Stillwater County,4667,4560,4816
1898,22053,Jefferson Davis Parish,13501,13733,14277
1899,39039,Defiance County,19195,17744,17795
1900,38001,Adams County,1271,1281,1206
1901,56023,Lincoln County,8568,8573,8398
1902,26077,Kalamazoo County,130781,122880,125966
1903,40075,Kiowa County,3763,3410,3489
1904,38039,Griggs County,1314,1335,1247
1905,16087,Washington County,4506,4330,4454
1906,18031,Decatur County,10488,10303,11095
1907,51680,Lynchburg City,34341,36242,35349
1908,38087,Slope County,411,434,427
1909,24029,Kent County,10020,9143,9166
1910,24031,Montgomery County,439261,404214,408300
1911,38081,Sargent County,1927,1987,1978
1912,19083,Hardin County,8859,8775,8423
1913,20105,Lincoln County,1586,1459,1448
1914,41029,Jackson County,101047,91955,103789
1915,42021,Cambria County,65670,57718,60167
1916,51139,Page County,10389,10205,10663
1917,21167,Mercer County,10060,9936,10579
1918,8025,Crowley County,1558,1502,1511
1919,21203,Rockcastle County,6274,6216,6686
1920,48087,Collingsworth County,1195,1150,1154
1921,48451,Tom Green County,38861,36527,38104
1922,47001,Anderson County,31570,29621,29723
1923,13259,Stewart County,2105,2055,2053
1924,21017,Bourbon County,8330,7909,8791
1925,29153,Ozark County,4686,4453,4501
1926,5095,Monroe County,3449,3230,2766
1927,48469,Victoria County,29931,28827,31032
1928,19195,Worth County,4257,4143,4216
1929,55037,Florence County,2685,2615,2651
1930,50001,Addison County,19238,17843,17592
1931,47089,Jefferson County,18532,17565,18994
1932,45011,Barnwell County,9798,9913,9479
1933,54001,Barbour County,6232,5733,6024
1934,47047,Fayette County,19254,19562,19306
1935,48057,Calhoun County,6879,6746,6957
1936,30067,Park County,8892,8634,9056
1937,37061,Duplin County,19904,20375,20601
1938,48237,Jack County,3023,2907,3339
1939,39135,Preble County,21002,19619,20475
1940,35005,Chaves County,22112,20498,20159
1941,34031,Passaic County,187395,164629,189099
1942,47119,Maury County,10422,32989,35068
1943,30081,Ravalli County,22083,19797,22063
1944,21089,Greenup County,15798,15159,16265
1945,5121,Randolph County,6319,5948,6313
1946,20159,Rice County,4021,3622,3567
1947,47153,Sequatchie County,5437,5141,5667
1948,39157,Tuscarawas County,42950,39855,40088
1949,21079,Garrard County,7210,7077,7613
1950,5027,Columbia County,9558,9455,8837
1951,28073,Lamar County,23910,22780,24179
1952,16001,Ada County,179402,180361,195587
1953,55055,Jefferson County,43166,44136,42324
1954,39111,Monroe County,6982,6743,6686
1955,28119,Quitman County,4168,3979,3353
1956,26059,Hillsdale County,20449,19081,19880
1957,18087,LaGrange County,9491,9311,9552
1958,21179,Nelson County,18146,18532,20761
1959,26029,Charlevoix County,14367,14064,14567
1960,21139,Livingston County,4593,4511,4642
1961,47019,Carter County,21769,20607,20993
1962,45053,Jasper County,8854,9991,14216
1963,39133,Portage County,78206,74029,73968
1964,19147,Palo Alto County,4806,4857,4674
1965,29167,Polk County,13697,13119,13709
1966,38055,McLean County,4736,4894,5206
1967,26063,Huron County,17135,15274,15848
1968,19191,Winneshiek County,11280,11016,11217
1969,8097,Pitkin County,9966,9779,10387
1970,28013,Calhoun County,7034,6273,6339
1971,48253,Jones County,5808,5562,5932
1972,17125,Mason County,6808,6272,6433
1973,13183,Long County,3450,3786,4109
1974,51083,Halifax County,16850,16663,16946
1975,17053,Ford County,6386,6000,6289
1976,21093,Hardin County,39990,39212,43113
1977,51580,Covington City,2354,2329,2369
1978,20021,Cherokee County,9665,8396,8386
1979,48099,Coryell County,18332,16551,18127
1980,36095,Schoharie County,14402,11943,12673
1981,4025,Yavapai County,99648,96790,92780
1982,48093,Comanche County,5217,4897,5208
1983,35059,Union County,1742,1753,1688
1984,5111,Poinsett County,7928,7550,5283
1985,38015,Burleigh County,41772,42876,46874
1986,49053,Washington County,49529,49733,48818
1987,13007,Baker County,1687,1584,1440
1988,51595,Emporia City,2617,2691,2367
1989,5103,Ouachita County,9960,10303,9881
1990,48421,Sherman County,1020,1038,933
1991,30007,Broadwater County,1149,3005,3097
1992,20119,Meade County,1931,1648,1675
1993,40041,Delaware County,15362,14232,15680
1994,35035,Otero County,21766,19643,19636
1995,24009,Calvert County,44057,42168,43445
1996,27051,Grant County,3605,3471,3453
1997,19151,Pocahontas County,4011,3992,3831
1998,1109,Pike County,13955,14057,13025
1999,8059,Jefferson County,295062,300151,309529
2000,4003,Cochise County,48820,43776,43147
2001,48365,Panola County,10216,10221,10413
2002,31173,Thurston County,2126,1993,2029
2003,6005,Amador County,18810,15303,10049
2004,47125,Montgomery County,56518,55424,57278
2005,28011,Bolivar County,15381,14258,12831
2006,22031,De Soto Parish,12257,13050,13497
2007,46019,Butte County,4256,4201,4346
2008,47097,Lauderdale County,9338,8688,8678
2009,48301,Loving County,79,64,64
2010,13017,Ben Hill County,6036,5947,5923
2011,32015,Lander County,2081,2165,2413
2012,12029,Dixie County,7264,6941,7202
2013,28107,Panola County,16416,16826,14854
2014,4023,Santa Cruz County,13303,13894,14926
2015,40063,Hughes County,4843,4206,4525
2016,20193,Thomas County,3673,3388,3483
2017,48357,Ochiltree County,3109,2990,2981
2018,55078,Menominee County,1448,1376,1279
2019,17197,Will County,286420,249708,291010
2020,48461,Upton County,1197,1298,1296
2021,12101,Pasco County,214866,213358,240814
2022,12117,Seminole County,205895,208605,224377
2023,21145,McCracken County,30754,30540,31284
2024,13261,Sumter County,12235,11820,10973
2025,22037,East Feliciana Parish,9947,10209,10042
2026,47105,Loudon County,22184,22066,23304
2027,48197,Hardeman County,1595,1495,1511
2028,22087,Saint Bernard Parish,13541,13944,15807
2029,49009,Daggett County,439,509,465
2030,54085,Ritchie County,3845,3749,4040
2031,6087,Santa Cruz County,127483,81294,80273
2032,22029,Concordia Parish,9527,9380,8869
2033,29165,Platte County,46480,45547,46641
